,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
12912,632,france,female,33.0,4,0.0,2,1.0,1.0,163586.66,0
25137,745,france,male,35.0,9,145580.61,1,0.0,1.0,152450.84,0
13938,551,france,male,54.0,5,102994.04,2,1.0,1.0,176680.16,0
103001,575,france,male,37.0,5,0.0,1,1.0,1.0,122488.59,0
71147,710,france,female,31.0,8,0.0,2,0.0,0.0,147075.69,0
7629,686,france,male,39.0,5,0.0,2,1.0,1.0,82696.15,0
75661,717,germany,female,43.0,0,88302.65,2,1.0,1.0,96658.26,0
57258,659,spain,male,35.0,4,0.0,2,1.0,1.0,58469.75,0
92936,647,spain,female,40.0,5,0.0,2,1.0,1.0,67976.57,0
44986,637,france,female,37.0,5,0.0,2,1.0,0.0,99800.14,0
104397,548,spain,female,40.0,3,124532.58,1,1.0,1.0,54926.4,0
10250,588,france,male,38.0,1,0.0,2,1.0,1.0,93524.19,0
58382,608,germany,female,44.0,4,107764.75,2,1.0,1.0,29333.01,0
82177,609,france,male,38.0,4,0.0,2,1.0,1.0,16459.37,0
55400,614,spain,male,44.0,4,0.0,2,0.0,0.0,104930.46,0
47625,656,spain,female,22.0,1,0.0,2,0.0,1.0,90865.89,0
83200,589,france,female,34.0,10,0.0,2,1.0,0.0,105986.01,0
20361,688,spain,male,50.0,4,0.0,1,0.0,1.0,107112.25,0
109665,725,germany,male,31.0,8,116917.07,1,0.0,1.0,173464.43,0
26412,681,france,male,44.0,3,78539.84,1,1.0,0.0,61312.15,0
68779,720,france,male,36.0,1,0.0,2,1.0,1.0,142956.48,0
70866,699,france,female,37.0,5,0.0,2,0.0,1.0,113481.02,0
107504,585,france,female,41.0,2,140579.29,1,1.0,0.0,178331.37,0
84348,781,france,male,30.0,7,106266.8,1,1.0,0.0,142913.98,0
62567,596,france,female,26.0,3,0.0,1,1.0,1.0,106826.92,0
102505,673,france,male,37.0,2,0.0,2,1.0,0.0,187976.52,0
59409,560,france,male,27.0,9,0.0,2,1.0,1.0,131919.48,0
97798,849,germany,female,35.0,9,102282.61,1,1.0,0.0,157891.11,0
103474,729,spain,female,21.0,10,0.0,2,1.0,1.0,152417.97,0
50128,633,france,female,40.0,7,0.0,1,1.0,0.0,56984.58,0
107129,648,france,male,38.0,1,0.0,2,0.0,1.0,44251.18,0
2774,620,france,female,28.0,1,0.0,2,0.0,1.0,190208.23,0
44957,833,france,male,41.0,3,0.0,1,1.0,1.0,118866.54,0
99474,691,germany,male,36.0,4,106648.98,2,1.0,1.0,146033.82,0
72599,650,france,female,33.0,9,92656.96,1,1.0,0.0,176678.23,0
60997,652,france,male,26.0,8,0.0,1,0.0,0.0,40299.23,0
57282,637,france,male,31.0,6,162484.05,1,1.0,1.0,149575.62,0
2988,642,germany,male,30.0,5,150956.71,1,1.0,1.0,120380.12,0
81414,703,france,male,64.0,2,83616.82,1,1.0,1.0,141069.71,0
52541,599,germany,male,40.0,5,129938.07,1,1.0,1.0,177784.68,0
96596,696,spain,male,24.0,8,0.0,2,1.0,0.0,191166.09,0
100558,739,spain,female,25.0,4,0.0,2,1.0,0.0,176925.69,0
103868,766,spain,male,22.0,2,0.0,2,1.0,0.0,71433.38,0
105910,772,spain,male,30.0,4,0.0,2,1.0,0.0,1790.48,0
2316,673,france,male,32.0,8,0.0,2,1.0,0.0,116969.73,0
64560,682,france,male,32.0,7,0.0,2,1.0,1.0,110059.38,0
52519,613,spain,male,53.0,3,0.0,2,1.0,1.0,38913.68,0
31179,599,france,male,25.0,6,0.0,2,1.0,1.0,176576.87,0
40478,730,france,male,27.0,9,0.0,2,1.0,1.0,116081.93,0
28844,528,france,male,30.0,1,91762.59,2,1.0,1.0,123954.15,0
9749,588,france,male,37.0,1,170114.0,1,1.0,1.0,141804.64,0
69597,663,spain,male,41.0,8,0.0,2,1.0,0.0,188905.43,0
3281,685,france,female,40.0,10,0.0,2,1.0,0.0,100761.36,0
84740,752,spain,female,27.0,4,117691.61,1,1.0,1.0,96875.52,0
92375,627,spain,male,40.0,5,0.0,2,1.0,0.0,71339.36,0
107147,820,france,female,33.0,2,132150.26,2,0.0,0.0,23067.97,0
50518,651,spain,female,50.0,8,0.0,2,1.0,1.0,11830.53,0
36664,794,spain,female,37.0,8,0.0,1,1.0,1.0,79415.84,0
92954,678,france,male,32.0,9,0.0,2,1.0,0.0,148882.58,0
48381,688,spain,female,35.0,3,0.0,2,1.0,1.0,104902.68,0
79862,586,france,female,34.0,3,0.0,2,1.0,0.0,149558.62,0
525,636,france,male,36.0,4,117559.05,2,1.0,0.0,111573.3,0
5358,754,france,female,37.0,1,0.0,2,0.0,1.0,51672.08,0
12122,707,france,male,23.0,3,110923.13,1,1.0,0.0,143913.52,0
114559,611,france,male,33.0,5,161787.86,1,1.0,1.0,94898.2,0
87272,717,france,female,41.0,4,119556.1,2,1.0,0.0,61251.25,0
82988,663,france,female,33.0,3,113939.36,2,1.0,0.0,19862.78,0
104753,718,germany,male,40.0,4,131647.96,1,1.0,0.0,112687.09,0
52761,707,spain,male,66.0,8,169824.45,1,1.0,1.0,183387.12,0
82773,613,spain,male,36.0,4,0.0,2,1.0,1.0,136329.96,0
36543,709,germany,female,39.0,1,110086.69,2,1.0,0.0,103563.23,0
85673,697,france,female,33.0,7,0.0,2,0.0,1.0,129890.94,0
11161,678,germany,male,26.0,9,167194.36,2,0.0,1.0,180197.74,0
97423,699,germany,female,31.0,10,125860.2,1,1.0,0.0,189392.66,0
15783,630,germany,male,31.0,1,105425.03,1,1.0,1.0,168034.71,0
11085,543,france,male,33.0,3,0.0,1,1.0,1.0,72930.97,0
31429,562,france,male,31.0,2,0.0,2,1.0,0.0,27472.07,0
52931,699,germany,male,29.0,8,71733.75,1,1.0,1.0,151413.56,0
34428,678,spain,female,28.0,3,0.0,2,1.0,0.0,179446.52,0
103982,681,france,male,38.0,6,0.0,2,1.0,1.0,80181.12,0
38531,598,spain,male,37.0,8,0.0,2,1.0,0.0,15378.75,0
88262,596,france,female,30.0,7,0.0,2,0.0,0.0,111421.45,0
29484,751,france,male,53.0,10,90560.13,1,1.0,1.0,104730.52,0
11871,635,spain,male,30.0,9,0.0,2,1.0,0.0,58907.08,0
100863,578,france,male,31.0,2,0.0,2,1.0,0.0,131834.22,0
60852,695,france,male,37.0,6,0.0,2,1.0,0.0,103901.57,0
5353,721,france,male,35.0,8,0.0,2,0.0,1.0,126518.39,0
59744,656,france,male,39.0,5,0.0,2,0.0,0.0,126013.58,0
4515,583,france,male,38.0,4,0.0,2,1.0,0.0,151316.31,0
47846,644,spain,female,18.0,7,0.0,1,0.0,1.0,74564.41,0
99451,656,spain,male,46.0,3,0.0,2,1.0,1.0,38772.14,0
101224,729,france,male,35.0,9,152310.99,1,1.0,1.0,25101.23,0
82260,733,france,female,37.0,3,171922.94,1,0.0,1.0,180622.44,0
25962,562,france,male,29.0,9,0.0,2,0.0,0.0,143980.54,0
110965,790,france,female,37.0,8,0.0,2,1.0,1.0,81409.0,0
114983,535,france,female,49.0,3,0.0,1,0.0,0.0,61820.41,0
113679,721,france,male,36.0,3,0.0,2,1.0,0.0,105817.89,0
108004,613,spain,male,44.0,5,0.0,2,1.0,1.0,115611.12,0
63156,682,france,male,36.0,2,160720.41,1,0.0,0.0,50783.1,0
41648,776,france,female,30.0,8,0.0,1,1.0,1.0,16278.97,0
41344,704,france,female,80.0,8,167997.6,1,1.0,1.0,173586.63,0
61151,624,france,male,37.0,0,0.0,2,1.0,0.0,11638.17,0
4153,651,france,female,37.0,6,151933.63,1,1.0,0.0,50457.2,0
10956,744,france,male,43.0,10,147832.15,1,1.0,1.0,24234.11,0
76612,704,france,female,47.0,3,0.0,2,0.0,1.0,79865.67,0
2949,682,france,female,47.0,9,106088.76,1,1.0,0.0,145796.49,0
60717,470,spain,male,31.0,5,120355.0,2,1.0,0.0,137793.35,0
75101,609,germany,male,63.0,7,95556.31,2,0.0,1.0,52332.85,0
37153,478,spain,female,48.0,4,0.0,2,1.0,1.0,71559.4,0
86923,637,france,male,40.0,4,0.0,1,0.0,0.0,167033.96,0
73962,526,france,female,24.0,1,142263.45,1,1.0,0.0,127827.17,0
77461,704,france,male,28.0,5,0.0,1,1.0,1.0,91514.62,0
84206,537,france,female,43.0,6,0.0,2,1.0,1.0,41233.97,0
76145,543,germany,female,26.0,9,136855.57,1,1.0,1.0,173784.04,0
91635,767,germany,female,46.0,2,117070.41,2,1.0,0.0,151455.91,0
65372,695,france,female,38.0,4,0.0,2,1.0,0.0,56388.63,0
38928,575,france,male,39.0,10,0.0,1,1.0,1.0,186884.08,0
42718,479,france,male,76.0,6,0.0,2,1.0,1.0,199527.34,0
110717,707,germany,male,37.0,9,131718.52,1,0.0,1.0,84972.9,0
12015,657,spain,male,32.0,5,154983.98,1,1.0,0.0,27738.01,0
113468,759,france,female,34.0,4,152805.05,1,0.0,1.0,62256.87,0
16095,725,spain,female,22.0,4,98800.0,1,0.0,0.0,122865.55,0
19115,710,france,female,30.0,5,0.0,2,1.0,1.0,199409.19,0
114207,684,spain,female,40.0,6,141788.63,1,1.0,1.0,124592.84,0
100378,656,spain,female,41.0,9,91284.55,1,1.0,1.0,71380.67,0
42567,693,france,male,39.0,4,0.0,2,0.0,0.0,142331.39,0
86476,663,france,male,42.0,8,142876.06,1,0.0,0.0,74532.25,0
47520,850,france,male,22.0,1,0.0,2,1.0,1.0,159418.1,0
46505,639,france,female,37.0,7,0.0,2,1.0,0.0,131647.31,0
80284,613,france,female,34.0,6,100431.84,1,0.0,0.0,92916.54,0
115394,577,france,male,36.0,9,0.0,2,1.0,0.0,17622.82,0
90150,850,france,male,34.0,10,0.0,2,1.0,0.0,187985.85,0
63137,581,germany,male,29.0,4,112701.04,1,1.0,0.0,176868.89,0
114187,803,germany,male,34.0,5,142929.16,2,1.0,1.0,114869.56,0
112331,587,france,male,37.0,7,92476.88,1,1.0,0.0,96660.76,0
113642,751,france,female,38.0,7,123974.96,1,0.0,1.0,126241.4,0
80369,633,spain,male,42.0,8,0.0,2,0.0,1.0,128882.66,0
109866,748,france,female,33.0,9,119714.77,1,1.0,0.0,94936.3,0
25130,726,spain,male,22.0,5,153639.53,1,1.0,1.0,85937.52,0
93059,778,spain,male,25.0,5,98752.03,1,1.0,0.0,91414.62,0
75707,667,spain,male,39.0,9,0.0,1,1.0,0.0,68873.8,0
5477,661,france,female,29.0,7,0.0,2,1.0,1.0,51581.81,0
23605,611,germany,female,41.0,8,64897.75,1,1.0,0.0,114603.96,0
80758,676,france,male,35.0,2,0.0,2,1.0,1.0,186826.22,0
75020,683,france,male,35.0,5,0.0,1,1.0,0.0,177844.09,0
64191,763,spain,male,28.0,1,103421.32,1,0.0,1.0,76304.73,0
31018,710,germany,female,33.0,4,120530.17,1,0.0,0.0,172719.06,0
73816,812,france,male,29.0,4,0.0,2,1.0,1.0,165038.41,0
107555,637,france,male,58.0,1,95922.26,1,1.0,1.0,99251.24,0
99814,738,france,female,36.0,1,0.0,2,0.0,0.0,121417.16,0
95552,807,france,male,33.0,8,115171.71,1,1.0,1.0,147758.51,0
24373,673,france,male,31.0,6,107905.95,1,0.0,1.0,141069.88,0
85925,733,spain,female,38.0,8,0.0,1,1.0,1.0,125909.69,0
10859,667,germany,male,39.0,2,127731.39,2,1.0,1.0,142730.09,0
30506,706,france,male,30.0,6,98415.37,2,1.0,1.0,110520.48,0
57070,605,france,female,33.0,9,0.0,2,0.0,1.0,133486.36,0
74851,602,spain,male,37.0,8,0.0,2,1.0,1.0,126796.69,0
42751,593,france,male,38.0,6,0.0,2,0.0,0.0,152855.96,0
49208,678,france,male,37.0,3,0.0,2,1.0,1.0,130474.03,0
24473,616,france,female,29.0,3,0.0,2,1.0,0.0,93769.98,0
17855,527,spain,male,33.0,3,0.0,2,1.0,1.0,143317.71,0
13024,683,france,male,35.0,2,0.0,2,1.0,0.0,89566.64,0
11904,651,spain,female,41.0,1,0.0,2,0.0,1.0,186489.95,0
80227,732,france,female,44.0,2,0.0,2,1.0,1.0,172370.38,0
67950,604,germany,male,38.0,2,120787.76,2,1.0,0.0,93716.72,0
113224,730,france,female,38.0,5,0.0,1,1.0,0.0,11525.72,0
108312,735,france,male,46.0,8,0.0,2,1.0,0.0,73069.59,0
106969,641,france,female,32.0,2,0.0,2,1.0,1.0,116466.19,0
2819,688,spain,female,35.0,1,0.0,2,1.0,0.0,25488.43,0
113061,822,france,male,31.0,5,0.0,1,1.0,0.0,92865.84,0
80677,639,france,female,43.0,4,123936.54,1,1.0,0.0,82709.8,0
90279,679,france,male,35.0,9,0.0,2,1.0,1.0,123365.9,0
83354,662,france,male,32.0,5,0.0,2,1.0,1.0,171060.01,0
89627,682,france,female,27.0,8,0.0,2,1.0,1.0,166677.71,0
75991,850,france,female,21.0,4,0.0,1,1.0,1.0,159165.7,0
88834,758,france,female,48.0,4,0.0,1,0.0,0.0,169952.82,0
48911,583,germany,male,39.0,4,131082.99,2,1.0,1.0,152996.83,0
52772,646,france,male,40.0,7,116622.05,1,0.0,0.0,43486.98,0
101123,641,france,female,31.0,3,0.0,2,0.0,1.0,149697.78,0
71734,738,france,female,52.0,4,0.0,1,1.0,1.0,52876.41,0
77328,707,france,female,30.0,2,0.0,2,0.0,0.0,135067.02,0
74030,663,france,male,30.0,6,0.0,2,1.0,1.0,124415.5,0
63855,669,germany,female,34.0,3,86891.84,2,1.0,1.0,64595.25,0
110429,617,france,female,35.0,2,104508.1,1,1.0,1.0,147636.46,0
13299,758,spain,female,35.0,8,0.0,2,1.0,0.0,129563.86,0
3734,585,france,male,34.0,8,62717.74,1,1.0,0.0,101617.64,0
57267,659,germany,female,34.0,9,134464.58,2,1.0,0.0,178833.34,0
26654,535,france,female,32.0,2,0.0,1,1.0,0.0,170621.55,0
33511,645,germany,male,36.0,10,100368.94,2,1.0,0.0,118862.09,0
43382,533,france,female,39.0,1,0.0,2,0.0,0.0,73669.94,0
18052,712,spain,female,38.0,2,117808.74,1,1.0,1.0,92357.21,0
88627,611,france,male,46.0,4,129718.57,1,1.0,1.0,141451.99,0
40093,717,spain,female,31.0,2,0.0,2,0.0,1.0,145151.96,0
101127,710,germany,male,28.0,5,122277.69,2,1.0,1.0,45959.97,0
111256,605,spain,female,36.0,2,0.0,2,1.0,1.0,168521.02,0
28160,611,spain,female,39.0,5,0.0,2,0.0,1.0,7415.96,0
61227,519,france,male,27.0,3,0.0,2,1.0,0.0,130853.03,0
98572,605,france,male,34.0,3,0.0,2,1.0,1.0,100843.82,0
114198,740,spain,female,35.0,1,113348.5,1,1.0,1.0,77789.01,0
40790,578,france,male,33.0,5,0.0,1,1.0,0.0,56770.76,0
13211,681,france,female,30.0,3,0.0,2,1.0,0.0,173596.63,0
78233,733,france,female,26.0,7,0.0,2,1.0,1.0,51553.62,0
108400,501,france,female,44.0,4,142051.07,1,0.0,1.0,74940.5,0
30763,632,spain,female,33.0,7,72462.99,1,1.0,1.0,55725.05,0
54622,627,germany,male,34.0,4,124379.14,1,1.0,0.0,106892.91,0
44962,571,france,male,36.0,2,0.0,2,1.0,1.0,57594.28,0
112839,757,france,female,27.0,5,122521.18,1,1.0,0.0,173365.57,0
85446,675,france,male,42.0,2,56726.83,2,0.0,1.0,185543.35,0
76243,671,france,male,38.0,8,0.0,2,1.0,1.0,61581.86,0
86704,760,france,female,41.0,0,0.0,2,0.0,0.0,101491.23,0
102339,673,france,male,35.0,9,0.0,2,1.0,1.0,6078.46,0
36992,636,france,male,32.0,0,155619.36,2,1.0,1.0,166692.03,0
5855,834,france,male,49.0,6,0.0,2,1.0,0.0,81999.53,0
107271,696,france,female,30.0,4,0.0,2,0.0,0.0,149772.61,0
5874,590,france,female,56.0,7,0.0,1,1.0,1.0,108098.28,0
19732,584,france,male,34.0,3,0.0,2,1.0,0.0,124795.84,0
17832,684,france,female,34.0,3,0.0,2,1.0,1.0,100615.14,0
682,529,france,female,25.0,6,0.0,2,0.0,1.0,110359.96,0
51953,683,germany,female,36.0,1,155519.58,1,0.0,1.0,71244.59,0
17435,731,france,male,38.0,2,0.0,1,1.0,1.0,152417.97,0
105903,473,germany,female,24.0,0,107713.57,1,1.0,1.0,76197.05,0
12593,703,france,male,38.0,5,0.0,2,1.0,0.0,131906.44,0
4759,685,france,female,40.0,4,0.0,2,1.0,0.0,147715.83,0
4543,619,germany,female,28.0,0,175754.87,1,1.0,0.0,18094.96,0
82712,651,germany,male,39.0,6,91285.22,2,0.0,0.0,138882.98,0
21157,668,germany,female,31.0,7,113348.5,1,1.0,1.0,96528.0,0
69695,593,france,male,40.0,6,0.0,2,1.0,1.0,66119.07,0
55411,745,france,female,41.0,8,0.0,2,1.0,0.0,169935.62,0
40651,556,france,male,29.0,2,0.0,2,0.0,1.0,46635.11,0
34844,721,spain,male,30.0,1,106603.74,1,0.0,1.0,92916.54,0
55709,564,spain,male,55.0,5,64497.07,1,0.0,1.0,94533.94,0
91112,558,france,female,35.0,1,0.0,2,1.0,0.0,111687.57,0
7918,628,france,female,35.0,2,0.0,2,1.0,0.0,74965.45,0
106874,512,france,female,41.0,7,0.0,2,1.0,0.0,143981.27,0
25040,539,france,male,42.0,1,0.0,2,1.0,0.0,55663.85,0
88321,603,germany,male,42.0,0,144386.32,1,1.0,1.0,22497.1,0
77928,640,spain,male,34.0,2,0.0,2,1.0,0.0,183494.87,0
6747,728,germany,male,29.0,4,110741.56,2,1.0,0.0,188516.45,0
38653,845,spain,male,36.0,8,144591.96,1,1.0,1.0,111241.37,0
99640,485,france,female,27.0,3,0.0,2,0.0,0.0,141449.86,0
63849,678,france,male,54.0,8,128914.97,1,1.0,1.0,191746.23,0
35226,697,france,male,27.0,7,0.0,2,1.0,0.0,61931.21,0
56804,648,france,male,37.0,1,129944.74,2,1.0,0.0,129918.13,0
30456,778,france,male,38.0,7,102874.28,1,0.0,0.0,117841.06,0
25911,746,spain,female,35.0,5,0.0,2,1.0,1.0,134767.35,0
99874,850,spain,female,38.0,5,0.0,2,1.0,1.0,77965.44,0
6434,676,france,male,42.0,4,0.0,2,1.0,0.0,166678.28,0
104112,758,spain,female,27.0,3,0.0,2,1.0,0.0,88333.94,0
71711,445,germany,female,48.0,7,166297.89,1,1.0,1.0,16645.77,0
52843,636,france,male,41.0,1,0.0,2,1.0,0.0,44265.28,0
56830,527,spain,male,39.0,10,0.0,2,1.0,0.0,152577.49,0
57817,563,france,male,24.0,8,0.0,2,0.0,0.0,100153.43,0
66539,680,france,male,35.0,4,0.0,2,1.0,1.0,64771.61,0
16459,527,france,female,49.0,9,0.0,1,0.0,1.0,169361.89,0
70662,743,france,male,46.0,8,0.0,2,1.0,1.0,113089.31,0
26955,675,spain,female,37.0,6,0.0,2,1.0,0.0,180593.48,0
41711,573,france,male,47.0,2,0.0,2,1.0,0.0,161257.95,0
68264,637,france,male,30.0,7,0.0,2,1.0,1.0,88891.8,0
58556,667,france,male,63.0,2,83102.72,1,1.0,1.0,155846.69,0
60851,604,france,male,24.0,2,0.0,1,1.0,1.0,145524.36,0
81095,745,france,male,36.0,9,0.0,1,1.0,1.0,107876.2,0
16592,812,germany,female,37.0,8,148826.32,1,1.0,1.0,50488.91,0
62255,663,germany,female,41.0,8,81795.74,2,1.0,1.0,90106.94,0
32002,709,france,male,31.0,7,0.0,2,0.0,1.0,176925.71,0
20736,753,france,female,40.0,6,0.0,2,1.0,0.0,166586.99,0
115448,539,france,male,39.0,8,121313.88,1,1.0,0.0,176692.78,0
65253,711,france,male,28.0,3,0.0,2,1.0,0.0,83478.12,0
100499,619,germany,male,32.0,7,152541.25,2,1.0,1.0,87413.46,0
90421,627,spain,male,36.0,0,0.0,2,1.0,0.0,86912.35,0
72426,589,france,male,35.0,9,0.0,2,0.0,0.0,146700.34,0
40883,592,germany,male,33.0,5,121863.61,2,1.0,0.0,23481.69,0
95520,554,france,male,51.0,10,0.0,1,1.0,1.0,125823.79,0
79132,627,france,female,30.0,5,0.0,2,0.0,1.0,149913.84,0
16955,676,spain,male,30.0,7,104677.54,1,1.0,0.0,107563.31,0
53007,679,france,female,39.0,6,0.0,2,1.0,0.0,136915.15,0
39994,543,spain,male,34.0,0,0.0,2,0.0,1.0,153356.8,0
106769,528,france,male,41.0,6,110148.55,1,1.0,0.0,83490.98,0
37252,584,france,female,33.0,4,0.0,2,1.0,1.0,109291.39,0
6022,627,france,female,29.0,3,0.0,2,1.0,1.0,199775.67,0
13445,647,spain,male,31.0,0,0.0,2,0.0,1.0,52315.17,0
47650,493,france,female,37.0,9,142987.46,2,1.0,0.0,158840.99,0
61964,667,france,male,36.0,3,0.0,2,1.0,1.0,123419.12,0
85230,733,germany,male,33.0,3,137841.58,2,1.0,0.0,56794.62,0
37136,766,france,male,27.0,7,0.0,2,0.0,1.0,47579.25,0
29283,583,france,female,30.0,1,0.0,1,0.0,0.0,122580.68,0
57283,741,germany,female,27.0,6,103522.75,2,1.0,1.0,131736.23,0
9795,721,france,male,38.0,7,0.0,1,1.0,1.0,102021.39,0
84564,547,france,female,33.0,3,0.0,2,1.0,0.0,191111.02,0
45377,594,spain,male,48.0,1,0.0,2,1.0,0.0,103906.33,0
74949,529,france,female,30.0,8,90594.55,1,1.0,0.0,93844.89,0
39545,714,germany,male,35.0,6,115030.43,2,1.0,1.0,81763.92,0
104223,596,germany,female,35.0,6,114540.38,1,1.0,1.0,122021.33,0
18576,707,france,male,51.0,2,131082.05,1,1.0,1.0,198113.11,0
71809,645,france,male,64.0,6,156773.52,1,1.0,1.0,1843.24,0
81168,800,france,male,27.0,1,129608.57,1,1.0,0.0,51565.98,0
3118,683,germany,male,33.0,8,129845.24,2,1.0,0.0,184842.72,0
88603,603,france,male,42.0,8,0.0,2,0.0,0.0,120531.31,0
8910,667,germany,male,29.0,2,147559.59,2,0.0,1.0,68701.49,0
47089,686,germany,male,40.0,3,117864.3,1,1.0,0.0,181204.64,0
21220,556,spain,male,32.0,3,0.0,2,0.0,1.0,110520.48,0
44551,646,france,male,48.0,1,115301.32,1,0.0,1.0,158843.99,0
11373,730,spain,female,44.0,2,0.0,1,0.0,1.0,14161.3,0
28000,646,spain,female,41.0,4,86824.54,1,0.0,1.0,133046.35,0
98172,758,germany,female,34.0,4,125191.69,2,0.0,0.0,65612.12,0
26145,706,france,male,39.0,2,85858.18,1,1.0,0.0,105986.01,0
17812,565,france,male,40.0,10,0.0,2,1.0,0.0,71333.44,0
22779,683,france,male,30.0,2,0.0,2,1.0,0.0,168515.79,0
12280,652,germany,female,36.0,4,59893.85,2,1.0,1.0,43999.64,0
46240,583,france,male,32.0,1,114370.84,1,1.0,0.0,171960.76,0
89072,585,spain,female,31.0,4,121863.61,1,1.0,0.0,143682.29,0
60589,681,france,male,36.0,6,0.0,1,0.0,0.0,84635.64,0
57552,758,france,male,33.0,4,0.0,1,1.0,1.0,90876.95,0
4652,468,france,female,30.0,10,91443.75,1,1.0,1.0,10958.18,0
109464,539,france,female,32.0,6,0.0,2,1.0,0.0,176576.08,0
87655,643,spain,male,36.0,8,115067.48,1,0.0,1.0,54132.93,0
23409,637,france,female,39.0,7,103377.81,1,1.0,0.0,84419.78,0
23185,694,spain,female,37.0,8,0.0,2,0.0,0.0,128918.42,0
114306,598,france,male,29.0,8,135645.29,1,1.0,1.0,70529.0,0
71882,683,france,male,30.0,1,110829.52,2,1.0,0.0,24938.84,0
114735,678,germany,male,39.0,4,124595.93,1,0.0,1.0,122580.48,0
40432,710,france,male,33.0,5,0.0,2,1.0,0.0,104469.06,0
3258,593,france,male,23.0,4,0.0,2,1.0,0.0,142367.17,0
87039,571,france,male,35.0,2,0.0,2,1.0,1.0,179866.02,0
43026,543,france,female,40.0,2,147803.48,1,1.0,0.0,95181.06,0
87555,476,france,female,40.0,5,0.0,2,1.0,0.0,181419.29,0
102849,735,france,female,39.0,3,0.0,2,0.0,1.0,139919.38,0
37928,641,france,male,35.0,8,88738.91,1,1.0,0.0,108323.02,0
5572,831,france,female,31.0,6,0.0,2,1.0,1.0,126794.56,0
18461,565,spain,female,43.0,8,0.0,2,1.0,1.0,172618.52,0
55695,575,france,female,32.0,6,0.0,2,1.0,1.0,174431.01,0
3802,613,france,female,21.0,3,105627.95,1,1.0,1.0,36560.51,0
61144,707,france,female,25.0,0,0.0,1,1.0,1.0,147758.51,0
21681,682,france,male,42.0,9,107798.74,1,0.0,0.0,147794.52,0
69783,651,germany,male,29.0,4,94920.71,2,1.0,1.0,134600.94,0
92122,747,germany,male,35.0,6,116922.25,1,0.0,1.0,129964.56,0
67230,614,spain,female,38.0,3,0.0,2,1.0,0.0,73329.08,0
50827,622,france,male,35.0,4,98592.8,1,1.0,1.0,102930.19,0
53321,669,france,male,38.0,9,0.0,2,1.0,0.0,136983.77,0
54325,776,germany,male,36.0,9,131406.56,1,1.0,1.0,112507.99,0
102087,684,france,male,39.0,2,0.0,2,1.0,0.0,128882.66,0
60621,571,france,female,27.0,4,0.0,2,1.0,0.0,64872.33,0
46313,745,france,male,50.0,4,64430.02,1,0.0,1.0,57976.62,0
84138,726,spain,female,39.0,9,123826.07,1,0.0,1.0,78970.58,0
10548,705,france,male,32.0,1,123971.51,1,1.0,1.0,154775.7,0
28473,710,france,female,39.0,5,0.0,2,1.0,0.0,142515.32,0
38075,634,france,female,40.0,8,0.0,2,1.0,0.0,70533.62,0
60274,633,spain,female,33.0,4,117864.85,1,1.0,0.0,136054.45,0
8920,721,france,male,46.0,4,136525.99,1,0.0,1.0,175399.14,0
110641,733,france,male,35.0,5,106036.52,1,1.0,0.0,52885.32,0
17586,681,spain,female,48.0,6,97270.09,1,0.0,1.0,69384.43,0
63473,767,france,female,36.0,4,0.0,2,1.0,0.0,169161.46,0
96849,599,france,male,28.0,8,0.0,2,1.0,1.0,150475.14,0
48473,790,france,female,35.0,3,0.0,2,0.0,0.0,14679.81,0
38043,705,france,female,31.0,9,0.0,2,1.0,1.0,58134.97,0
18683,599,france,male,29.0,7,0.0,2,1.0,1.0,1843.24,0
31115,610,france,male,34.0,7,0.0,2,1.0,1.0,96981.02,0
13811,672,spain,male,41.0,5,0.0,2,1.0,1.0,64515.5,0
15554,676,germany,female,36.0,1,171740.69,1,1.0,1.0,130553.47,0
83652,643,france,male,34.0,8,0.0,1,1.0,1.0,66695.71,0
29847,535,france,female,37.0,6,0.0,2,0.0,0.0,80552.36,0
55522,521,france,female,44.0,8,0.0,1,0.0,1.0,47799.87,0
75538,477,spain,male,35.0,1,0.0,2,0.0,1.0,198182.73,0
48027,656,germany,male,33.0,7,126061.51,2,1.0,1.0,115916.55,0
27472,723,spain,male,34.0,6,0.0,1,1.0,0.0,95686.42,0
12974,526,spain,female,32.0,8,0.0,2,1.0,1.0,97767.63,0
21226,679,france,male,35.0,7,0.0,2,1.0,0.0,157871.55,0
112584,708,germany,male,28.0,0,121681.91,2,0.0,1.0,187616.36,0
26114,592,france,male,33.0,5,0.0,2,1.0,1.0,153383.54,0
41423,557,spain,male,35.0,3,0.0,2,0.0,1.0,72856.47,0
16971,741,france,male,35.0,5,0.0,2,1.0,1.0,113481.02,0
107059,597,france,male,49.0,9,0.0,2,1.0,0.0,113868.4,0
45761,636,spain,male,34.0,6,0.0,2,1.0,1.0,76544.9,0
40713,743,germany,male,41.0,3,141804.29,1,1.0,1.0,162719.09,0
102250,678,germany,female,37.0,8,113383.07,1,0.0,0.0,135123.96,0
71258,588,france,male,38.0,1,0.0,2,1.0,1.0,151902.78,0
76725,717,germany,female,46.0,1,171733.4,2,0.0,1.0,86516.46,0
31895,756,france,male,27.0,1,0.0,1,0.0,1.0,166650.32,0
50615,541,france,female,32.0,4,0.0,1,0.0,1.0,114951.42,0
